@relation yeast4
@attribute Mcg real [0.11, 1.0]
@attribute Gvh real [0.13, 1.0]
@attribute Alm real [0.21, 1.0]
@attribute Mit real [0.0, 1.0]
@attribute Erl real [0.5, 1.0]
@attribute Pox real [0.0, 0.83]
@attribute Vac real [0.0, 0.73]
@attribute Nuc real [0.0, 1.0]
@attribute Class  {positive, negative}

@data
0.37666666666666665,0.21333333333333337,0.9299999999999999,0.7966666666666669,0.5,0.0,0.15999999999999998,0.006666666666666654,negative
0.3673333333333333,0.3913333333333333,0.49733333333333335,0.18666666666666665,0.5,1.734723475976807e-18,0.5086666666666667,0.756,negative
0.6256521739130434,0.38652173913043475,0.5539130434782609,0.20347826086956522,0.5,-8.673617379884035e-19,0.5008695652173913,0.24956521739130436,negative
0.775,0.7466666666666667,0.48333333333333334,0.28,1.0,0.0,0.5333333333333333,0.24166666666666667,negative
0.44521739130434784,0.4380434782608696,0.6204347826086956,0.18260869565217394,0.5,-4.336808689942018e-18,0.555,0.2406521739130435,negative
0.45285714285714285,0.4471428571428571,0.5085714285714286,0.24,1.0,-8.673617379884035e-19,0.5285714285714286,0.32,negative
0.642,0.566,0.496,0.266,0.5,0.83,0.52,0.262,negative
0.688,0.704,0.444,0.682,0.5,0.0,0.524,0.45999999999999996,negative
0.37272727272727274,0.33590909090909093,0.595,0.4077272727272727,0.5,-8.673617379884035e-19,0.42772727272727273,0.20454545454545453,negative
0.4266666666666667,0.5387878787878788,0.5287878787878788,0.3809090909090909,0.5,-2.6020852139652106e-18,0.5148484848484849,0.2512121212121212,negative
0.285,0.495,0.5375,0.15250000000000002,0.5,0.0,0.15000000000000002,0.2475,negative
0.7646428571428572,0.6067857142857143,0.4667857142857143,0.26785714285714285,0.5,-2.6020852139652106e-18,0.5160714285714286,0.24000000000000002,negative
0.575076923076923,0.4956923076923077,0.5338461538461539,0.1336923076923077,0.5,-5.204170427930421e-18,0.5110769230769231,0.2527692307692308,negative
0.4525,0.465,0.5375,0.2925,0.5,0.5,0.48,0.2325,negative
0.4328571428571429,0.5914285714285714,0.34523809523809523,0.26142857142857145,0.5,0.0,0.5047619047619047,0.2571428571428572,negative
0.7417647058823529,0.6958823529411764,0.35352941176470587,0.21,0.5,1.734723475976807e-18,0.5264705882352941,0.2635294117647059,negative
0.422962962962963,0.27629629629629626,0.4722222222222222,0.24222222222222223,0.5,-2.6020852139652106e-18,0.4840740740740741,0.2614814814814815,negative
0.508,0.5486666666666666,0.51,0.19,0.5,1.734723475976807e-18,0.5026666666666667,0.6686666666666666,negative
0.4845,0.5695,0.5115000000000001,0.7225000000000001,0.5,0.0,0.4995,0.2545,negative
0.45238805970149254,0.39298507462686566,0.5176119402985074,0.16791044776119401,0.5,-3.469446951953614e-18,0.5095522388059701,0.23507462686567165,negative
0.36533333333333334,0.43222222222222223,0.5295555555555556,0.26755555555555555,0.5,-4.336808689942018e-18,0.4706666666666667,0.2268888888888889,negative
0.5856666666666667,0.576,0.4093333333333333,0.16533333333333333,0.5,-3.469446951953614e-18,0.527,0.23500000000000004,negative
0.5051428571428571,0.44342857142857145,0.5862857142857143,0.20800000000000002,0.5,-3.469446951953614e-18,0.3751428571428571,0.21971428571428572,negative
0.5206944444444445,0.47722222222222227,0.5072222222222222,0.21833333333333332,0.5,0.0,0.5152777777777778,0.2388888888888889,negative
0.37157894736842106,0.31052631578947376,0.5473684210526316,0.16526315789473683,0.5,8.673617379884035e-19,0.49,0.46473684210526317,negative
0.43575757575757573,0.5266666666666667,0.4024242424242424,0.16454545454545455,0.5,-2.6020852139652106e-18,0.5196969696969697,0.2512121212121212,negative
0.48310344827586205,0.41586206896551725,0.3558620689655172,0.23,0.5,-2.6020852139652106e-18,0.5175862068965518,0.24827586206896554,negative
0.7915384615384615,0.7938461538461539,0.46923076923076923,0.3723076923076923,0.5,8.673617379884035e-19,0.3815384615384616,0.2230769230769231,negative
0.5894444444444444,0.6261111111111111,0.5655555555555556,0.35944444444444446,0.5,8.673617379884035e-19,0.46166666666666667,0.23333333333333334,negative
0.491875,0.4765625,0.5390625,0.5984375000000001,0.5,-3.469446951953614e-18,0.475625,0.23343750000000002,negative
0.3983333333333333,0.7072222222222222,0.45111111111111113,0.1811111111111111,0.5,8.673617379884035e-19,0.5122222222222222,0.27166666666666667,negative
0.35705882352941176,0.37,0.5023529411764706,0.42058823529411765,0.5,1.734723475976807e-18,0.4864705882352941,0.43470588235294116,negative
