@relation yeast6
@attribute Mcg real 
@attribute Gvh real 
@attribute Alm real 
@attribute Mit real 
@attribute Erl real 
@attribute Pox real 
@attribute Vac real 
@attribute Nuc real
@attribute Class  {positive, negative}

@data
0.543448275862069,0.513448275862069,0.5167241379310344,0.2137931034482759,0.5,3.469446951953614e-18,0.5012068965517241,0.42000000000000004,negative
0.4690322580645161,0.5062903225806452,0.517258064516129,0.47838709677419355,0.5,3.469446951953614e-18,0.5054838709677419,0.22435483870967743,negative
0.29847457627118645,0.34101694915254244,0.5354237288135594,0.16932203389830508,0.5,3.469446951953614e-18,0.4994915254237288,0.2705084745762712,negative
0.3514285714285714,0.49230769230769234,0.5243956043956044,0.18527472527472527,0.5,-1.214306433183765e-17,0.4864835164835165,0.24021978021978024,negative
0.6989743589743589,0.5894871794871795,0.39256410256410257,0.26871794871794874,0.5,2.6020852139652106e-18,0.5364102564102564,0.23923076923076925,negative
0.35,0.3007692307692308,0.5276923076923077,0.2784615384615385,0.5,8.673617379884035e-19,0.5261538461538462,0.6130769230769231,negative
0.52,0.5081818181818182,0.5018181818181818,0.2390909090909091,0.5,0.83,0.5190909090909092,0.2390909090909091,negative
0.5553982300884956,0.4911504424778761,0.5283185840707965,0.1562831858407079,0.5,-1.9949319973733282e-17,0.5065486725663717,0.2463716814159292,negative
0.5506896551724138,0.6203448275862069,0.48172413793103447,0.5951724137931034,0.5,2.6020852139652106e-18,0.503448275862069,0.27,negative
0.4201282051282051,0.49512820512820516,0.35692307692307695,0.20333333333333337,0.5,-5.204170427930421e-18,0.5106410256410256,0.25051282051282053,negative
0.37666666666666665,0.21333333333333332,0.93,0.7966666666666666,0.5,0.0,0.15999999999999998,0.006666666666666654,negative
0.6037931034482759,0.5043103448275862,0.5224137931034483,0.43931034482758624,0.5,3.469446951953614e-18,0.48982758620689654,0.24362068965517245,negative
0.4428846153846154,0.4190384615384615,0.5367307692307692,0.3055769230769231,0.5,3.469446951953614e-18,0.48653846153846153,0.22576923076923078,negative
0.7749999999999999,0.7466666666666666,0.48333333333333334,0.28,1.0,0.0,0.5333333333333333,0.24166666666666667,negative
0.84125,0.69625,0.489375,0.48812500000000003,0.5,1.734723475976807e-18,0.5,0.301875,negative
0.41314285714285715,0.36571428571428566,0.5257142857142857,0.17542857142857143,0.5,2.6020852139652106e-18,0.49457142857142855,0.39771428571428574,negative
0.5244,0.6936,0.36039999999999994,0.2948,0.5,1.734723475976807e-18,0.516,0.2716,negative
0.45821428571428574,0.5046428571428572,0.525,0.6942857142857142,0.5,2.6020852139652106e-18,0.48857142857142855,0.23178571428571432,negative
0.415,0.3775,0.52,0.2025,0.5,0.0,0.5275000000000001,0.9099999999999999,negative
0.4709090909090909,0.5322727272727272,0.5136363636363637,0.20318181818181819,0.5,1.734723475976807e-18,0.5059090909090909,0.6663636363636364,negative
0.3574193548387097,0.3203225806451613,0.5867741935483871,0.37064516129032254,0.5,2.6020852139652106e-18,0.44451612903225807,0.207741935483871,negative
0.42132075471698116,0.6333962264150943,0.4779245283018868,0.16849056603773582,0.5,3.469446951953614e-18,0.5075471698113208,0.2409433962264151,negative
0.45375,0.45,0.5,0.23249999999999998,1.0,-8.673617379884035e-19,0.52,0.3075,negative
0.6118181818181818,0.59375,0.5036363636363637,0.1878409090909091,0.5,-1.0408340855860843e-17,0.505,0.24136363636363636,negative
0.43032258064516127,0.42258064516129035,0.5264516129032258,0.42612903225806453,0.5,2.6020852139652106e-18,0.4864516129032258,0.3832258064516129,negative
0.35857142857142854,0.44542857142857145,0.5025714285714286,0.17257142857142854,0.5,2.6020852139652106e-18,0.5062857142857143,0.5088571428571429,negative
0.4980434782608696,0.4257608695652174,0.49130434782608695,0.1998913043478261,0.5,-1.214306433183765e-17,0.5245652173913044,0.24336956521739134,negative
0.8005555555555555,0.7783333333333333,0.355,0.30722222222222223,0.5,2.6020852139652106e-18,0.4988888888888889,0.24722222222222223,negative
0.4465168539325843,0.3848314606741573,0.5903370786516854,0.1717977528089888,0.5,-1.1275702593849246e-17,0.5225842696629214,0.24280898876404494,negative
0.4525,0.465,0.5375,0.2925,0.5,0.5,0.48,0.2325,negative
0.50125,0.55859375,0.54890625,0.29937499999999995,0.5,3.469446951953614e-18,0.50796875,0.24015625000000002,negative
0.793125,0.646875,0.46625,0.19843750000000002,0.5,2.6020852139652106e-18,0.5421875,0.255625,negative
0.5092105263157894,0.4392105263157895,0.5857894736842105,0.21342105263157896,0.5,2.6020852139652106e-18,0.37447368421052635,0.2123684210526316,negative
0.35162162162162164,0.34459459459459457,0.3254054054054054,0.1908108108108108,0.5,2.6020852139652106e-18,0.5048648648648649,0.25054054054054054,negative
0.5255555555555556,0.45555555555555555,0.47444444444444445,0.5366666666666666,0.5,0.0,0.5077777777777778,0.6366666666666667,negative
