@relation yeast-0-5-6-7-9_vs_4
@attribute Mcg real [0.11, 1.0]
@attribute Gvh real [0.13, 1.0]
@attribute Alm real [0.21, 1.0]
@attribute Mit real [0.0, 1.0]
@attribute Erl real [0.5, 1.0]
@attribute Pox real [0.0, 0.83]
@attribute Vac real [0.0, 0.73]
@attribute Nuc real [0.0, 1.0]
@attribute Class {positive,negative}

@data
0.88,0.75,0.41,0.36,0.5,0.0,0.43,0.22,positive
0.71,0.51,0.49,0.23,0.5,0.0,0.3,0.32,positive
0.69,0.57,0.39,0.19,0.5,0.0,0.48,0.39,positive
0.86,0.78,0.34,0.15,0.5,0.0,0.53,0.22,positive
0.63,0.71,0.44,0.53,0.5,0.0,0.52,0.22,positive
0.81,0.62,0.43,0.17,0.5,0.0,0.53,0.22,positive
0.86,0.74,0.51,0.4,0.5,0.0,0.55,0.22,positive
0.81,0.9,0.39,0.41,0.5,0.0,0.53,0.22,positive
0.83,0.53,0.52,0.2,0.5,0.0,0.48,0.25,positive
0.78,0.48,0.47,0.3,0.5,0.0,0.53,0.47,positive
0.72,0.56,0.4,0.26,0.5,0.0,0.51,0.26,positive
0.67,0.57,0.36,0.19,0.5,0.0,0.56,0.22,positive
0.5265,0.5225,0.3475,0.18999999999999997,0.5,-8.673617379884035e-19,0.522,0.23199999999999998,negative
0.4585714285714286,0.44571428571428573,0.5700000000000001,0.6528571428571428,0.5,0.0,0.48857142857142855,0.2142857142857143,negative
0.7694117647058824,0.7776470588235294,0.49764705882352944,0.26941176470588235,0.5,0.0,0.49941176470588233,0.23411764705882354,negative
0.4405,0.551,0.5025000000000001,0.449,0.5,-8.673617379884035e-19,0.5065000000000001,0.2415,negative
0.4184,0.4072,0.366,0.1748,0.5,-1.734723475976807e-18,0.5204,0.2452,negative
0.4514285714285714,0.4757142857142857,0.6557142857142857,0.2642857142857143,0.5,0.0,0.5528571428571428,0.21,negative
0.5166666666666667,0.5061111111111112,0.5411111111111111,0.518888888888889,0.5,-8.673617379884035e-19,0.5038888888888889,0.2538888888888889,negative
0.7775,0.825,0.52,0.325,1.0,0.0,0.545,0.245,negative
0.5815384615384616,0.46,0.5446153846153846,0.16230769230769232,0.5,8.673617379884035e-19,0.5238461538461539,0.2323076923076923,negative
0.5266666666666666,0.44666666666666666,0.5033333333333334,0.5433333333333334,0.5,0.0,0.48333333333333334,0.6166666666666667,negative
0.635,0.565,0.5,0.405,0.5,0.83,0.51,0.22999999999999998,negative
0.312,0.43,0.256,0.17400000000000002,0.5,8.673617379884035e-19,0.468,0.225,negative
0.35583333333333333,0.5016666666666667,0.5,0.2008333333333333,0.5,8.673617379884035e-19,0.49416666666666664,0.23750000000000002,negative
0.738,0.62,0.364,0.18,0.5,0.0,0.588,0.22,negative
0.502,0.649,0.347,0.324,0.5,8.673617379884035e-19,0.505,0.28,negative
0.6043478260869566,0.56,0.5217391304347826,0.45565217391304347,0.5,-1.734723475976807e-18,0.5069565217391304,0.24347826086956523,negative
0.37,0.3225,0.5816666666666667,0.1675,0.5,8.673617379884035e-19,0.49833333333333335,0.24083333333333334,negative
0.297,0.487,0.345,0.17700000000000002,0.5,8.673617379884035e-19,0.507,0.302,negative
0.48,0.454,0.388,0.194,0.5,0.0,0.47800000000000004,0.40599999999999997,negative
0.49411764705882355,0.44705882352941173,0.5529411764705883,0.28823529411764703,0.5,0.0,0.4788235294117647,0.23941176470588235,negative
0.8055555555555556,0.7766666666666666,0.4855555555555556,0.34444444444444444,0.5,0.0,0.37,0.22444444444444445,negative
0.30833333333333335,0.32166666666666666,0.33916666666666667,0.16000000000000003,0.5,8.673617379884035e-19,0.54,0.2658333333333333,negative
0.5947058823529412,0.6205882352941177,0.501764705882353,0.16705882352941176,0.5,0.0,0.5052941176470588,0.22352941176470587,negative
0.43333333333333335,0.5233333333333333,0.45666666666666667,0.24,0.5,0.0,0.54,0.6000000000000001,negative
0.586,0.568,0.548,0.6799999999999999,0.5,0.0,0.488,0.238,negative
0.4342857142857143,0.27142857142857146,0.38571428571428573,0.24,0.5,0.0,0.4885714285714286,0.23,negative
0.43952380952380954,0.530952380952381,0.39190476190476187,0.1628571428571429,0.5,-8.673617379884035e-19,0.5071428571428571,0.2571428571428571,negative
0.5247058823529411,0.4588235294117647,0.5070588235294118,0.42705882352941177,0.5,0.0,0.5094117647058823,0.23588235294117646,negative
0.85,0.56,0.33,0.38,1.0,0.0,0.55,0.25,negative
0.48,0.546,0.4866666666666667,0.6373333333333333,0.5,0.0,0.49133333333333334,0.22266666666666665,negative
0.41444444444444445,0.6855555555555556,0.40555555555555556,0.14222222222222225,0.5,0.0,0.5066666666666667,0.23444444444444446,negative
0.48,0.52,0.49,0.35,0.5,0.5,0.51,0.22,negative
0.715,0.6183333333333333,0.4666666666666667,0.305,0.5,8.673617379884035e-19,0.49083333333333334,0.22666666666666666,negative
0.44,0.3966666666666666,0.4955555555555556,0.52,0.5,0.0,0.47888888888888886,0.23444444444444446,negative
0.52,0.55,0.39,0.09,1.0,0.0,0.55,0.25,negative
0.48727272727272725,0.6181818181818182,0.5354545454545454,0.2409090909090909,0.5,8.673617379884035e-19,0.4990909090909091,0.2190909090909091,negative
0.4575,0.5800000000000001,0.4975,0.8,0.5,0.0,0.4875,0.2975,negative
0.5,0.785,0.32499999999999996,0.22000000000000003,0.5,0.0,0.48,0.43,negative
0.47090909090909094,0.43363636363636365,0.36727272727272725,0.30636363636363634,0.5,8.673617379884035e-19,0.5154545454545455,0.22545454545454546,negative
0.55,0.6308333333333334,0.4775,0.5733333333333334,0.5,8.673617379884035e-19,0.5125000000000001,0.26166666666666666,negative
0.7375,0.6675,0.5425,0.2725,0.5,0.0,0.5375,0.37,negative
0.5545454545454546,0.5554545454545454,0.59,0.3663636363636364,0.5,8.673617379884035e-19,0.44727272727272727,0.19999999999999998,negative
0.39,1.0,0.38,0.41,0.5,0.0,0.5,0.27,negative
0.38,0.5549999999999999,0.47,0.20500000000000002,0.5,0.0,0.31,0.22,negative
0.6499999999999999,0.65,0.33125,0.30375,0.5,0.0,0.55625,0.23500000000000001,negative
0.33666666666666667,0.3833333333333333,0.35333333333333333,0.41000000000000003,0.5,0.0,0.49,0.42666666666666664,negative
0.71,0.618,0.522,0.41200000000000003,0.5,0.0,0.5579999999999999,0.228,negative
0.34900000000000003,0.547,0.353,0.274,0.5,8.673617379884035e-19,0.493,0.233,negative
0.55,0.39,0.39,0.47,0.5,0.0,0.5,0.83,negative
0.4533333333333333,0.6866666666666666,0.4866666666666667,0.5933333333333334,0.5,0.0,0.53,0.4,negative
0.618,0.613,0.418,0.212,0.5,8.673617379884035e-19,0.519,0.23,negative
