@relation ecoli3
@attribute Mcg real [0.0, 0.89]
@attribute Gvh real [0.16, 1.0]
@attribute Lip real [0.48, 1.0]
@attribute Chg real [0.5, 1.0]
@attribute Aac real [0.0, 0.88]
@attribute Alm1 real [0.03, 1.0]
@attribute Alm2 real [0.0, 0.99]
@attribute Class {positive, negative}   

@data
0.6353846153846153,0.4469230769230769,0.48,0.5,0.5484615384615384,0.8461538461538461,0.8500000000000001,negative
0.26681818181818184,0.3568181818181818,0.48,0.5,0.385,0.2954545454545454,0.3931818181818182,negative
0.41444444444444445,0.5344444444444445,0.48,0.5,0.46555555555555556,0.47333333333333333,0.5444444444444445,negative
0.68,0.81,0.48,0.5,0.7814285714285714,0.5085714285714286,0.28714285714285714,negative
0.37333333333333335,0.5166666666666666,0.48,0.5,0.38666666666666666,0.72,0.2466666666666667,negative
0.3557142857142857,0.27285714285714285,0.48,0.5,0.5742857142857143,0.10857142857142849,0.22000000000000003,negative
0.6775,0.7925,0.48,0.5,0.28,0.4375,0.2225,negative
0.4542857142857143,0.45071428571428573,0.48,0.5,0.5778571428571428,0.7242857142857143,0.7492857142857143,negative
0.6,0.76,1.0,0.5,0.77,0.59,0.52,negative
0.27888888888888885,0.3888888888888889,0.48,0.5,0.5011111111111111,0.44333333333333336,0.5188888888888888,negative
0.6499999999999999,0.445,1.0,0.5,0.525,0.7949999999999999,0.8200000000000001,negative
0.7175,0.815,0.48,0.5,0.47375,0.52375,0.3175,negative
0.75,0.55,1.0,1.0,0.4,0.47,0.3,negative
0.31,0.45545454545454545,0.48,0.5,0.5509090909090909,0.8372727272727274,0.8472727272727272,negative
0.24400000000000002,0.366,0.48,0.5,0.545,0.271,0.373,negative
0.053333333333333344,0.5366666666666666,0.48,0.5,0.41666666666666663,0.7533333333333334,0.33999999999999997,negative
0.6754545454545455,0.6154545454545455,0.48,0.5,0.7354545454545455,0.4290909090909091,0.3063636363636364,negative
0.5081818181818182,0.4636363636363636,0.48,0.5,0.3145454545454546,0.3118181818181818,0.3936363636363637,negative
0.10166666666666668,0.4166666666666667,0.48,0.5,0.44,0.3833333333333333,0.47000000000000003,negative
0.74,0.524,0.48,0.5,0.482,0.602,0.326,negative
0.4988888888888889,0.6133333333333333,0.48,0.5,0.4444444444444445,0.83,0.8455555555555556,negative
0.4033333333333333,0.33499999999999996,0.48,0.5,0.4733333333333334,0.53,0.5916666666666667,negative
0.6799999999999999,0.4975,1.0,0.5,0.585,0.5700000000000001,0.275,negative
0.6211111111111112,0.6066666666666667,0.48,0.5,0.5988888888888889,0.6822222222222223,0.6755555555555556,negative
0.58875,0.44,0.48,0.5,0.49624999999999997,0.35375,0.41125,negative
0.3654545454545455,0.44545454545454544,0.48,0.5,0.46,0.21454545454545448,0.28181818181818186,negative
0.6545454545454545,0.8236363636363636,0.48,0.5,0.38,0.4618181818181818,0.4454545454545455,negative
0.61,0.47,0.48,0.5,0.0,0.8,0.32,negative
0.7959999999999999,0.456,0.48,0.5,0.534,0.716,0.734,negative
