@relation glass6
@attribute RI real [1.51115, 1.53393]
@attribute Na real [10.73, 17.38]
@attribute Mg real [0.0, 4.49]
@attribute Al real [0.29, 3.5]
@attribute Si real [69.81, 75.41]
@attribute K real [0.0, 6.21]
@attribute Ca real [5.43, 16.19]
@attribute Ba real [0.0, 3.15]
@attribute Fe real [0.0, 0.51]
@attribute Class {positive, negative}

@data
1.516845,14.9195,0.0,1.9913,73.58,0.0,8.39976,1.59075,0.0,positive
1.51622994,14.2013,0.0,2.7905900000000003,73.4612,0.03726,9.04536,0.40005,0.45899999999999996,positive
1.51531874,14.38085,0.0,2.65898,73.0972,0.03726,9.077639999999999,0.63945,0.0,positive
1.51609326,15.126,0.0,2.51132,73.0524,0.04968,8.830160000000001,0.5292,0.0,positive
1.51830292,14.3875,0.0,1.8211700000000002,72.862,1.40967,6.47372,2.8791,0.0,positive
1.51602492,14.853,0.0,2.3797099999999998,73.282,0.0,8.75484,0.63945,0.45899999999999996,positive
1.51727782,14.70005,0.0,2.34119,73.282,0.0,8.94852,0.6615,0.0,positive
1.51622994,14.14145,0.0,2.88047,72.61,0.08073,9.18524,1.06155,0.0,positive
1.51837126,14.321,3.2597400000000003,2.21921,71.2492,1.45935,5.785080000000001,1.62855,0.0,positive
1.51657164,14.7998,0.0,1.9913,73.1084,0.0,8.2814,1.71045,0.0,positive
1.51732338,14.95275,0.0,1.7987,72.9908,0.0,8.61496,1.5498,0.0,positive
1.51720948,12.8713,3.47975,1.33004,73.0412,0.5589,8.432039999999999,0.0,0.0,negative
1.52042146,13.3767,0.0,1.40066,72.2516,0.32913000000000003,12.499319999999999,0.0,0.0,negative
1.52121876,14.0284,3.7581300000000004,0.5789,71.7924,0.11177999999999999,9.64792,0.0,0.0,negative
1.51315464,13.0176,0.0,3.04097,70.482,6.21,6.95792,0.0,0.0,negative
1.51645774,13.4033,3.4887300000000003,1.5194299999999998,72.6492,0.67068,8.07696,0.0,0.051,negative
1.5266403999999998,11.22875,0.0,0.7715,73.2092,0.0,14.6836,0.0,0.0,negative
1.51115,17.38,0.0,0.34136,75.41,0.0,6.64588,0.0,0.0,negative
1.51905466,14.0018,2.38868,1.56116,72.3692,0.0,9.5726,0.0,0.0,negative
1.5196925,12.63855,0.0,1.65104,73.7524,0.37881,11.53092,0.0,0.0,negative
1.51905466,13.6028,3.6189400000000003,1.10855,72.638,0.14282999999999998,8.75484,0.0,0.0,negative
1.53124196,10.73,0.0,2.1004400000000003,69.81,0.57753,13.29556,3.15,0.1428,negative
1.5151364999999999,14.00845,2.68053,3.5,69.8884,1.68291,5.87116,2.1987,0.0,negative
1.52171992,11.56125,1.8813099999999998,1.56116,72.862,0.47196000000000005,11.412560000000001,0.0,0.0,negative
1.53393,12.2994,0.0,0.99941,70.1628,0.11799000000000001,16.19,0.0,0.1224,negative
1.51670832,13.23705,3.56955,1.3814,72.6996,0.5589,8.4428,0.0,0.051,negative
1.51299518,14.4008,1.7421200000000001,1.53869,74.5476,0.0,7.59276,0.0,0.0,negative
1.52725546,13.8023,3.15198,0.65915,70.5716,0.08073,11.63852,0.0,0.0,negative
1.5229956,13.3102,3.57853,0.81965,71.9884,0.11799000000000001,10.17516,0.0,0.0153,negative
1.5196925,14.5604,0.0,0.5596399999999999,73.47800000000001,0.0,11.21888,0.0,0.0,negative
1.51654886,12.7516,2.85115,1.43918,73.2708,0.5713199999999999,8.78712,0.11025,0.1122,negative
1.5277794,12.63855,0.0,0.66878,72.02199999999999,0.0621,14.403839999999999,0.0,0.0,negative
1.51916856,14.1481,0.0,2.09081,72.7388,0.0,10.88532,0.0,0.0,negative
1.52474966,11.4482,0.0,1.87895,72.19,0.8073,13.241760000000001,0.0,0.1734,negative
1.51663998,12.93115,3.5381199999999997,1.61894,72.9572,0.63963,8.03392,0.0,0.1071,negative
1.51848516,13.6427,3.8703800000000004,1.26905,71.9604,0.54027,8.32444,0.0,0.1632,negative
1.52176548,13.7491,1.01025,1.35893,72.19,0.32913000000000003,11.14356,0.0,0.0,negative
1.51914578,12.73165,1.84988,1.85969,72.6884,0.60237,10.089080000000001,0.0,0.0,negative
1.51859906,13.35675,3.43036,1.42955,72.2628,0.50922,8.6042,0.0,0.0,negative
1.51572878,14.85965,3.66833,1.74092,71.8708,0.16146,7.356039999999999,0.0,0.0612,negative
